PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),Benzene (ug/m3),T,TM,Tm,SLP,H,VV
97.04,5.75,19.24,14.83,6.06,25.1,32,15.4,1010.9,49,3.2
85.73,5.64,22.45,16.45,5.66,24.4,32.1,17.6,1012,55,3.5
120.84,13.74,25.56,24.59,11.26,24.2,30.4,16.2,1013.7,57,3.2
130.85,40.63,45.04,56.31,15.59,25.1,31.4,15,1013.3,53,3.5
108.75,23.05,37.75,38.52,9.78,27.1,35,16.2,1010.4,53,2.9
93.19,6.61,28.04,20.21,6.27,29.4,37,18.6,1007.4,48,3.4
83.98,6.18,27.73,19.54,4.85,31.4,39,20.2,1007.8,45,2.9
91.2,6.37,27.84,19.9,4.95,28.8,39.2,21,1007.6,35,3.7
80.77,6.64,28.3,20.37,5.7,27.7,34.3,17.6,1008.5,41,3.9
121.25,39.34,45.73,55.8,15.7,27.6,35,16.2,1008.8,42,3.9
145.91,30.6,38.53,44.96,12.74,29.2,37,17.6,1008.1,41,3.5
123.25,23.14,30.27,34.61,6.18,30.1,38,18.7,1007.2,47,3.9
149.3,21.55,33.06,34.82,13.63,28.7,39,20,1006.6,53,2.9
179.99,8.65,22.61,18.95,3.23,33.6,39.3,22.4,1005.6,39,3.7
80.72,5.73,26.95,18.92,5.74,30.8,37.8,22.4,1006.2,57,1.8
124.4,24.36,35.27,38.24,14.91,29.4,36,20.2,1006.5,52,2.6
101.88,13.22,25.4,23.98,4.79,30.2,37,20.4,1005.5,48,3.2
112.15,5.41,17.75,13.77,3.82,32.1,39,20,1007.2,41,3.7
91.46,5.44,20.17,15.08,4.23,32.6,39,23,1006.4,38,3.7
79.46,4.61,14.38,11.33,3.19,30.6,38.7,23.2,1006.9,48,3.9
94.98,6.1,19.3,15.15,2.91,31.4,38,21.6,1007.8,42,3.7
144.01,18.52,21.37,26.18,3.25,32.2,38,21.8,1006.8,40,4.5
42.67,4.54,10.59,9.19,1.05,33.6,40,25.5,1006,36,3.7
44.52,5,16.49,12.77,2.47,26,40,20.5,1009.7,63,2.9
82.26,7.59,23.74,18.7,3.39,24.3,30.7,19,1012.2,66,2.4
91.73,8.62,27.89,21.73,4.55,25.8,31,17.1,1010.4,56,3.7
92.42,20.4,32.15,33.42,5.58,27.5,32,18.2,1007.9,50,3.7
135.38,34.79,35.28,46.59,8.04,29.2,35,19.8,1005.2,46,3.4
121.12,13.94,30.41,27.32,4.71,31.1,37.2,20.6,1004,41,3.5
98.05,10.94,29.44,24.41,4.52,32.2,38,22,1004,45,2.9
117.57,4.92,25.17,17.32,4.97,33.8,40,22.2,1005.5,40,3.4
123.62,5.6,20.67,15.48,2.13,34.3,42.1,24.2,1005,36,2.9
118.07,11.58,36.3,28.57,6.63,34.8,41,25.4,1003.3,26,2.9
114.38,5.69,25.21,17.96,5.39,34.8,42,23.4,1001.8,30,3.1
78.69,3.47,16.21,11.4,2.99,34.4,43.7,24.4,999.7,39,2.6
91.55,5.76,19.76,15.05,2.86,33.5,41.3,25.8,1002.9,45,2.7
140.07,18.7,25.65,21.89,4.64,32.1,39.5,22.4,1005.8,37,3.4
169.79,3.29,64.85,37.13,0.07,33.5,41.2,21.8,1001.9,40,2.6
151.82,3.51,25.62,14.74,0.25,35.3,42,23.6,1001.2,38,2.7
138.83,4.56,33.06,21.06,2.42,36.1,42,26.4,1000.6,38,2.6
285.6,3.58,19.56,13.27,0.25,35.4,41.8,27.4,1002.2,40,3.1
193.43,4.73,20.76,14.49,0.85,33.9,41.2,24.4,1004.2,47,2.9
71.16,3.93,9.07,7.97,1.2,33.4,38.8,25.2,1003.5,49,1.8
97.34,6.39,19.4,15.43,5.31,33.3,40,25.4,1003.9,52,1.9
103.27,9.52,16.16,16.21,4.15,30.8,40.2,20.8,1003.9,60,3.1
155.91,9.12,13.28,14.36,3.34,29.4,36,23,1004.5,72,2.3
81.43,4.52,12.55,10.29,1.49,34,40,22.8,1005.6,35,2.9
103.52,14.24,13.7,18.68,3.18,35.3,41,25.2,1004.1,34,3.1
57.53,5.94,11.35,10.73,1.96,33.4,41,26.4,1002.5,44,3.1
76.36,3.85,10.82,8.83,1.34,33.7,40,25,1002.4,45,2.6
68.8,3.41,10.62,8.37,1.2,29.8,40.4,23.8,1003.8,60,3.2
79.77,3.62,12.48,9.54,1.41,32.5,37,24.5,1002.6,41,3.7
93.36,5.29,18.02,13.81,2.01,35.1,42,25.4,1001.5,29,3.4
100.21,9.98,20.69,18.99,2.8,34.6,42,23,1000.4,27,3.7
140.55,12.64,16.62,18.95,2.42,36.6,43,24.6,998.9,30,4
109.03,3.29,6.44,5.86,1.14,37.6,44.8,27.6,998.3,40,3.1
124.02,3.3,5.66,5.65,0.79,37.3,43.5,30.8,998.4,44,2.7
106.35,3.38,9.87,7.78,1.38,35.9,42.5,29.4,998.8,47,2.7
99.8,4.9,13.2,10.94,1.13,36.7,41,28.7,999.3,45,2.7
77.05,3.24,7.48,6.57,0.92,37.5,42.2,29.8,998,42,2.9
97.19,4.23,20.64,11.47,0.61,37.7,44,28.6,1000.7,34,3.2
117.03,6.25,18.78,9.99,2.11,35,43.9,26.4,1001.9,46,3.4
98.77,5.49,24.21,12.92,1.53,37.9,43,28,1000.5,36,3.1
209.63,5.96,22.94,16.97,1.04,37.4,44,27.2,996.8,34,2.7
101.91,8.73,17.38,16.23,1.02,39.2,45,27.4,995,25,2.9
89.56,4.09,11.83,9.56,0.57,38.6,45.6,30.4,995.5,28,2.1
65.91,3.85,13,9.99,0.66,36,44.5,30,998.9,42,2.7
106.24,11.47,21.98,20.87,1.52,37,41.6,29,997.8,38,3.2
86.57,3.77,6.05,6.24,0.46,37.6,44,29.2,997.1,29,3.4
84.8,4.12,5.51,6.23,0.6,37.9,43.7,27.8,997.7,28,2.9
72.99,4.3,6.2,6.27,0.44,31.5,43.4,28,998.7,55,3.1
56.98,3.51,1.43,2.6,0.48,28.6,35,20.6,999.8,59,3.4
69.5,3.37,3.8,4.02,1.31,32.2,37,24.2,1000.3,53,2.9
70.65,3.3,8.95,7.29,0.95,33.5,39,25.4,1000.9,50,3.5
55.65,3.74,28.58,18.19,0.94,35.1,39,28.2,1000.1,50,3.1
55.92,4.02,18.61,13.12,0.39,35.6,40,27.2,999.3,46,3.7
118.23,4.91,33.68,21.48,1.45,35.3,40.3,28.6,1001.2,53,3.4
86.62,6.06,21.22,10.79,3.19,32.1,40.5,27.4,1002,65,3.1
87.18,9.6,46.26,32.28,2.07,35.8,41,29.6,997.5,52,2.7
100.19,8.78,31.59,23.83,1.39,35.3,41.1,28.6,996.1,49,2.4
115.79,11.78,36.83,29.02,1.17,35.8,41.2,27.2,994.9,42,3.1
82.32,7.85,27.7,21.01,0.71,38.1,42,30,994,38,3.4
102.66,7.04,26.68,19.82,1.02,37.9,42.3,32,995.4,37,2.7
58.69,5.04,23.55,16.56,1.15,36.8,42.2,30.6,996.3,45,3.1
49.41,5.87,27.83,19.5,0.2,34.9,41.6,30,996.8,53,2.6
47.11,13.92,33.65,28.93,0.38,34.9,38.4,30.6,997.5,58,1.9
49.6,11.93,41.67,31.13,1.15,30.9,39.4,28.6,996.8,75,1.9
55.86,15.01,39.07,30.96,1.12,28.8,38.6,26.9,994.9,86,1.6
70.63,7.66,34.52,24.43,1.39,33.4,37,26.5,994.5,64,2.7
86.76,6.63,35.83,24.32,0.91,33.7,37,28.6,994.1,65,2.7
143.31,7.26,19.55,16.2,0.85,31.6,36.7,28.8,995,70,2.7
133.72,7.11,24.6,18.77,1.34,33.9,37,28.2,993.2,62,2.4
91.8,7.05,25.51,19.18,0.68,35.4,39,31,994.4,56,2.3
112.03,5.91,22.89,16.89,1.14,34.9,39.2,30.6,996.6,55,2.1
103.21,5.26,21.59,15.67,1.4,35.6,40,31.2,996.7,53,2.6
55.53,6.34,27.89,19.91,2.01,34.3,39.6,28.4,995.8,58,2.7
45.12,6.13,26.11,18.79,1.75,29.1,37.7,24,997.1,79,2.4
42.23,5.46,26.08,18.24,1.18,29.2,34.7,24,1000.2,80,2.6
73.85,14.75,32.71,29.2,1.82,27,33.4,24,1000.6,85,2.4
66.57,6.4,29.58,20.85,2.29,27,31.7,23.5,1000.6,87,2.4
68.59,8.37,33.07,24.28,3.12,31.9,36,25,1000.9,69,2.7
52.23,16.6,29.92,29.2,2.03,30.7,37,26,1001,77,2.4
66.22,10.56,24.78,21.63,2.3,30.6,36.7,25.6,1000.6,78,2.7
63.24,5.51,22.92,16.6,1.33,31.3,36.5,24.6,999.5,79,2.4
39,5.79,16.56,13.44,0.9,33.3,38,27.4,997.6,69,2.3
46.09,4.92,16.57,12.75,1.36,28.7,37.8,25,998.2,81,2.4
36.56,6.11,26.7,19.09,1.2,28.6,32,26.2,996.7,86,2.1
36.85,5.52,23.73,17.03,0.69,28.7,32.5,25.4,997.6,88,1.9
51.18,7.1,21.3,17.01,0.93,30.1,34,25.8,999.5,81,2.3
54.16,5.96,15.74,13.15,1.37,31.9,36,28.2,1000.4,74,2.9
48.89,4.51,12.49,10.24,0.94,31.5,36.1,27.4,999.7,74,3.4
48.29,4,12.38,9.24,1.58,31.9,35.1,27.8,999.5,73,3.2
51.85,33.94,17.86,32.45,3.4,32.9,37,27.8,998.5,68,3.2
54.77,12.66,12.95,16.2,2.4,30.9,36.9,28,998.2,76,2.6
47.76,9.94,16.75,16.24,2.37,30.1,34.6,27.4,997.9,81,2.1
45.99,11.45,14.04,16.62,3.09,31.8,37.2,27.2,994.7,77,1.9
44.28,4.68,12.27,9.82,1.28,27.2,37.4,24,995.7,95,1.9
53.57,11.07,14.54,14.13,1.01,30.9,35,25.6,995.1,77,2.4
38.41,28.34,22.69,31.95,0.43,31.5,37.9,28.4,997.4,73,3.4
40.74,4.92,12.58,10.59,0.49,31.1,34,27.2,998.6,76,2.9
41.42,6.26,14.27,12.6,1.17,31.1,36.2,28,998.9,78,2.6
43.12,5.34,14.51,11.96,1.34,30.4,35,26.6,1000.9,81,2.9
37.63,4.25,12.74,10.15,0.49,30.5,35.5,25.6,1000.7,83,2.3
33.71,4.74,12.34,10.32,0.28,30.6,35,24.8,1000.5,78,2.9
26.88,4.23,12.03,9.77,0.25,29.9,34.8,26.6,998.5,79,2.7
42.13,10.98,12.78,15.57,1.51,26.9,32.5,25.2,999.1,91,2.4
53.58,6.52,12.28,11.69,1.58,27.3,30,24.8,1003,88,2.3
68.87,5.82,12,11,1.12,30.7,34,23.6,1003.7,70,2.7
54.44,5.8,13.52,11.83,1.3,31.4,35,25.6,1002.5,70,2.6
57.85,7.82,33,23.81,2.09,32,36,24.8,1002.1,69,2.9
69.48,14.54,25.82,25.36,2.71,30.4,36.1,24.5,1002.4,73,2.7
41.25,5.55,26.8,13.2,0.77,31.8,36,24.6,1002,68,2.9
37.81,24.02,99.84,69.49,0.6,31.1,36.2,27.8,1002.4,75,2.4
48.02,18.05,30.38,26.91,1.32,29.3,34,26.4,1003.3,81,2.1
41.98,5.68,20.44,15.41,0.75,32.9,36.4,27.4,1001.5,67,3.1
46.54,6.52,17.78,14.67,1.17,33.8,38,28.2,1002.9,65,3.2
65.02,6.36,19.15,15.27,2.7,33.6,38.1,29.2,1003.3,66,3.1
55.93,6.5,23.14,17.51,1.39,33,36.7,29.2,998.8,68,2.6
86.42,7.34,21.94,17.51,2.15,29.9,37,26.4,1001.5,76,2.6
92.6,7.37,27.27,20.35,2,32.7,36.4,27.1,1000.8,69,2.7
47.47,11.18,20.04,19.58,1.32,32.6,36.2,27.6,1000,75,2.3
52.41,7.12,19.72,16.19,1.11,31.7,37,28.2,998.8,73,1.9
63.98,6.79,16.38,14.11,1.26,29.9,37.2,27.2,1000.1,83,1.9
75.85,12.64,17.69,19.33,1.53,31.9,35.5,26.4,1001,74,2.1
85.37,8.44,22.32,18.62,1.14,32.2,36,28.3,999.5,70,1.9
71.47,6.52,26.09,19.09,1.36,32.4,36.6,27.6,999.4,70,1.9
50.05,6.52,24.23,14.18,0.59,33.6,37.5,28.2,1000.5,67,2.1
40.85,6.1,15.59,13.16,0.67,33.3,38.2,29.4,1002.9,71,2.4
53.43,10.42,18.1,17.97,0.98,32,35,28.8,1004.5,70,2.9
60.38,7.34,19.07,15.88,1.22,30.7,35.2,27.3,1003.8,78,2.3
52.02,8.35,21.24,17.27,0.73,32.3,36,27.1,1002.4,69,2.6
45.95,6.12,15.33,13.05,0.22,32.3,37,27.5,1003.9,64,2.6
45.46,7.71,33.32,23.9,0.57,30.9,36.8,26.2,1008.2,67,3.1
45.58,8.49,25.11,20.15,0.67,29.1,35.1,25.1,1009.5,75,2.7
41.69,15.36,26.2,25.31,0.79,30.8,35,24.9,1007.5,68,3.1
41.71,6.8,21.36,16.8,0.69,28,35.3,24,1007.2,81,2.3
50.91,6.94,24.5,18.58,0.66,27.2,35.2,23.7,1009.5,82,2.7
43.05,7.85,23.86,18.73,0.73,29.1,32,24,1010.7,71,2.4
38.5,6.83,21.19,16.55,0.21,29.4,34,23.9,1010.2,72,2.7
41.33,10.18,23.03,19.75,0.63,30.2,35,24.5,1011.6,68,2.9
35.92,6.91,21,16.7,0.44,28.5,34,25.4,1010.3,76,3.1
41.87,7.51,20,16.1,0.62,27.7,33,24.2,1009.5,77,2.9
46.46,7.93,25.27,19.6,0.81,27.4,31.2,23.8,1008.2,79,2.6
60.56,14.06,29.35,26.76,2.32,28.7,33,23.8,1008.3,74,2.9
57.64,8.94,27.3,21.24,1.07,28.8,34.4,21.4,1010.9,68,2.4
74.74,7.85,30.57,22.22,1.72,27.1,34.8,19.8,1009.5,73,2.7
77.31,21.46,28.75,30.5,1.74,27.3,33,21,1010.3,62,3.4
66.14,49.71,29.99,50.78,1.29,27.6,33,21.1,1011,63,3.1
94.47,39.7,38.17,50.03,4.82,27.7,32.9,22.4,1011.6,61,2.4
112.76,34.06,44.72,49.37,4.88,27.2,32,20.2,1011.5,58,3.5
103.15,8.35,33.6,24.55,3.25,27.5,34,20.3,1010.9,60,3.1
93.74,5.86,32.27,21.85,2.44,27.7,34,21,1010,59,2.7
128.03,12.71,34.66,28.6,4.89,27.9,33.9,20.3,1010.4,57,2.4
118.8,9.02,36.04,26.39,3.67,28.1,33.2,20.6,1011.7,63,2.3
119.34,32.75,43.04,49.09,10.05,27.8,33.2,20.8,1012.2,61,2.3
136.33,15.98,52.9,40.92,7.14,27.6,34,20.6,1012.6,63,2.3
97.08,6.84,45.74,29.8,2.32,28.6,34.8,21.2,1013.5,63,2.1
71.41,7.72,34.5,24.53,2.3,28.2,33.9,21.4,1013,63,2.1
103.68,7.14,42.79,28.47,3.36,28.5,34.2,21.2,1013.8,58,2.4
118.21,11.33,40.95,30.85,2.88,27.3,34.7,19.8,1014.6,60,2.3
97.88,7.5,41.27,27.95,2.58,26,32.6,19,1014.2,54,2.3
106.05,25.6,44.67,44.25,3.92,24.7,32.5,17.2,1011.8,58,2.3
119.43,24.43,49.7,45.98,8.43,25.3,32,16.5,1009.8,56,2.3
117.65,25.17,49.11,46.26,6.14,25.6,32.4,17.7,1011,60,1.9
163.57,23.91,40.87,40.87,4.79,25.2,32.1,18.2,1012.4,61,1.8
230.51,12.75,38.17,30.5,3.73,24.9,30.9,17.6,1013.1,65,1.9
207.23,22.95,47.68,43.72,5.63,25.1,31.4,17.4,1012.7,57,1.8
190.95,42.22,48.65,59.65,5.85,25,31.5,17.7,1013.5,57,1.6
205.04,57.21,49.92,72.33,7.51,24.1,30.2,18.4,1013.7,71,1
323.05,34.15,55.51,56.85,7.92,25.2,31,18.6,1012.3,64,1
209.03,9.21,40.61,28.97,3.4,24.7,32,16.8,1011.8,63,1
453.77,9.46,36.81,27.15,5.34,25.4,32,17.1,1011.9,66,0.6
214.85,13.9,35.54,30.03,3.3,24.5,31.7,18.8,1013.8,70,0.6
142.16,8.4,35.27,25.48,2.56,23.4,29.5,18.7,1014.6,74,0.6
94.67,32.21,40.82,47.49,3.11,24.1,29.4,18.9,1013.7,65,1.3
132.96,10.27,53.75,36.81,4.33,23.5,31,17.5,1010.3,60,1.8
152.38,20.91,50.74,43.72,5.7,23.4,32.2,15.2,1009,59,1.9
148.73,9.92,36.38,27.29,2.59,20.6,32.3,17,1011,80,1
146.37,7.5,41.01,27.81,2.92,21.9,30,15.6,1013.7,72,1.4
195.1,20.51,51.3,43.66,4.22,21.6,30.1,15.6,1013.9,63,1.6
275.79,10.43,53.41,36.75,2.88,20.5,29.8,14.5,1013.9,63,1.8
301.66,15.41,58.82,43.61,3.75,19.7,29.1,13.5,1013.1,64,0.8
318.19,43.96,76.65,75.94,7.93,17.9,29.5,11.7,1014.6,76,1
393.16,34.19,57.81,58.1,6.52,20.3,28.2,13.4,1016,71,0.6
194.97,22.51,44.85,41.87,4.38,20.2,28.3,15.4,1016.6,81,0.5
104,6.3,32.11,22.12,1.06,21.2,27.6,16,1015.3,75,0.5
91.29,5.56,33.12,22.07,1.99,22.2,29.2,15.4,1015.3,67,1.4
106.12,32.86,45.19,50.32,3.75,23,29.3,16.2,1015.1,59,2.1
137.8,39.95,48.71,57.87,3.88,18.5,29,15.3,1015.1,79,1.9
212.92,123.01,72.03,136.8,27.54,19,26.8,12.3,1014.2,71,1.9
204.91,87.17,66.18,104.94,12.24,19.1,28.2,11.4,1015.1,70,1.9
143.47,7.9,44.36,29.91,2.88,19.3,28.9,12.5,1016.9,72,1.3
159.39,7.48,40.16,27.35,2.71,19.7,28.6,11.8,1016.7,70,1.9
156.75,10.19,42.86,30.95,3.16,20.4,27.7,14.7,1016,72,1.9
149.21,38.48,58.23,61.75,10.43,20.7,26.8,15.3,1015.5,73,2.1
95.48,6.77,38.28,25.77,2.25,20,26.8,13.7,1016.2,74,1.4
60.06,4.35,29.04,18.93,2.13,20.7,27.2,16.2,1015.5,70,1.9
65.21,7.78,39.45,27.21,1.55,20.4,27.9,14.5,1015.5,76,1.4
119.54,14.6,40.33,33.13,2.55,18.3,27.4,16.2,1016.8,84,1.9
151.59,16.49,44.87,37.06,2.78,18.1,24.6,12.5,1017.1,83,2.3
188.63,28.81,48.32,48.76,3.12,15.8,24.9,11.7,1017.5,90,1.6
184.12,26.24,52.53,48.93,3.15,15.7,23.2,9.4,1017.3,78,1.6
130.61,42.26,49.07,59.91,3.86,15.4,23.4,8,1017.8,72,1.8
186.06,91.73,45.97,97.84,3.26,15.4,24.3,9.1,1017.3,66,1.8
208.46,31.66,49.8,51.82,5.75,14.6,24.4,7.9,1019.7,72,1.8
207.89,41.11,39.43,53.86,6.52,14.4,24,7.6,1021.5,78,0.6
220.97,74.83,41.59,81.99,10.03,15.9,24,8.4,1020.3,81,0.8
179.49,48.03,41.86,60.69,5.64,15.1,24.2,9.3,1019.1,85,1.3
188.22,57.52,41.95,68.33,6.48,15.3,24.8,8.7,1019,78,1
258.75,93.07,53.25,102.78,15.12,14.8,23.8,7.7,1018.3,76,1.1
249.2,52.82,61.75,75.1,9.34,16.8,23.5,7.4,1015.4,67,1.1
109.18,4.8,28.9,19.21,2.42,15.8,22.8,7.9,1014,80,0.8
89.59,8.15,31.3,23.17,2.41,16.4,23.2,12.8,1013,85,0.8
102.99,10.85,31.36,25.37,2.72,15.2,21.5,12.4,1014.4,94,1
100.54,6.86,25.13,18.85,2.37,14.7,18.7,9.7,1020.3,88,1.4
95.19,6.15,23.87,17.62,1.46,14.2,19.2,9.8,1020,87,1.3
118.91,13.71,25.99,24.79,2.72,11.4,19.8,10.2,1021,95,1.3
213.23,45.91,43.24,59.73,8,10.6,12.9,8.2,1021.7,90,1.3
244.68,20.92,40.96,38.53,5.94,12.2,18,7,1020.5,81,1
230.05,13.45,33.37,28.51,4.69,10.3,18,5.2,1018.8,94,0.3
140.68,14.4,28.03,26.44,3.7,12.1,17.4,6.4,1016.8,91,0.3
153.41,8.06,26.9,20.76,2.98,12.6,17.5,8.8,1017.9,90,0.6
232.05,28.73,41.71,45.17,5.84,11.3,18,7.4,1019,92,0.8
153.44,16.55,29.18,28.76,4.13,9.6,14.6,6.6,1018.6,91,0.6
205.88,9.91,28.6,23.14,3,11.4,15.6,5.7,1020.1,85,0.3
213.59,7.1,33.3,23.4,3.88,8.4,17.2,6,1019.4,93,0.8
259.55,51.18,32.14,58.04,8.34,8.8,13,5.4,1018.6,85,0.6
291.92,20.89,41.6,38.84,6.77,8.6,13.6,4.2,1019.6,83,0.6
288.47,34.34,45.14,51.48,8.67,7.1,14.4,2.4,1020.8,92,0.5
193.07,6.98,32.84,23.05,3.48,8.8,15.5,3.4,1020.4,85,0.6
329.87,114.93,36.6,111.41,13.53,8.1,14.7,4.8,1021,84,1
414.16,140.44,46.41,137.04,30.79,10.8,20.2,2.4,1022.1,84,0.6
215.46,109.86,35.16,106.59,10.05,13.7,22,4.6,1020.9,80,0.8
184.49,76.02,34.71,79.28,6.89,14.4,23,7.6,1018.5,82,1.3
149.39,10.1,35.1,26.75,2.67,13.6,23.5,8,1017.8,81,0.8
158.08,13.81,37.55,31.02,3.07,14.2,21.6,7,1018.7,77,1.6
106.53,10.99,42.05,31.16,3.44,15.2,21.2,9.9,1019.3,78,1.1
107.48,11.27,34.34,27.28,3.28,15,19.1,11.6,1016.2,88,1.3
92.22,5.9,24.19,17.58,1.08,13.2,19,11,1015.3,99,0.6
123.44,10.13,34.67,26.55,2.52,10.4,14.6,7.8,1020.8,89,0.8
166.9,25.81,44.01,44.06,3.57,10.7,17.4,5.3,1020.4,82,0.8
195.69,61.61,40,70.56,5.23,12,19.9,5.8,1020,75,1
231.52,45.28,45.93,60.66,9.27,13.6,22.2,7.1,1015.7,74,1.6
102.95,6.86,27.82,20.28,1.53,14.2,23.4,8,1012.5,85,1
107.23,10.91,31.78,25.64,2.28,12.6,19.9,8.6,1016.3,89,1
147.21,8.11,30.45,22.69,2.62,13.7,19.8,6.4,1016.3,80,1
124,10.43,25.53,21.93,2.91,13.2,19.9,9.5,1016,95,0.8
113.16,18.13,29.37,30.13,4.06,13.2,17.4,10.4,1017.3,92,0.6
109.49,6.94,24.01,18.32,2.17,12.3,17.7,8.4,1019,90,0.6
119.18,5.51,23.32,16.82,1.96,11,17.7,7,1019.8,87,1
220.47,60.22,29.06,63.63,6.75,11.9,16.7,8.3,1018.5,89,0.6
201.81,45.71,28.26,51.6,9.51,13.6,20,9.2,1019.7,87,0.6
119.86,13.89,26.84,25.39,2.13,12.7,20.2,7.1,1021.1,88,0.6
94.59,5.29,29.77,20.07,1.07,14.1,20,9,1019,65,2.3
124.38,34.95,35.41,46.79,2.75,13.2,20.6,7.4,1016.7,67,2.6
176.48,42.42,32.31,51.13,4.78,11.6,21.1,4.8,1017.1,80,1.6
207.34,60.71,46.18,73.13,5.05,14.7,22.6,6.9,1015,73,1.3
100.44,5.12,32.42,21.34,2.24,15.5,22.7,8.5,1012.1,79,1
87.86,7.63,26.29,20.09,1.08,16,23,10.5,1011.6,90,1.3
112.07,13.7,31.16,27.53,2.12,14.5,22.2,10.2,1017.7,83,1.4
104.4,13.25,29.77,26.44,1.79,13.6,20.6,8,1017.8,82,1
119.76,24.02,30.37,35.37,3.85,12.9,20.2,7.2,1016,77,1.6
118.44,11.94,29.34,25.16,2.39,12.3,19.7,5.7,1019.6,82,1.4
139.5,15.59,33.66,30.37,2.52,12.1,19.9,6,1020.3,83,1.1
182.44,62.19,41.25,71.69,7.72,12.9,21.2,5.4,1018.5,74,2.1
172.5,20.95,41.67,38.92,3.34,14.2,22,5.3,1017.5,74,1.3
114.66,12.12,29.22,25.24,10.3,13.6,22.7,6.7,1017.3,76,1.8
155.39,42.1,42.7,56.39,27.42,12.5,21.3,6.3,1017.3,79,1.8
156.16,12.54,33.41,27.8,11.98,12.7,20.4,6.1,1019.7,79,1.1
150.3,23.94,34,37.24,13.3,13.7,20.8,7,1021.5,78,1.4
195.06,20.94,41.19,38.66,15.41,13.9,22.2,6.6,1021.6,77,1.6
217.68,66.35,39.01,73.83,21.82,13.3,22.9,6,1019.6,81,1.1
187.24,22.27,37.23,37.62,14.29,14.2,22.6,5.9,1020.2,73,1.3
134.82,5.84,30.95,21.14,9.11,17.3,24.2,8.2,1018.6,72,1.4
94.4,4.41,27.17,17.98,5.96,20,27.4,12.3,1015,67,1.8
105.55,4.46,28.31,18.63,5.89,18.8,27.8,13.7,1012.8,63,1.8
140.24,7.21,38.16,26.06,1.8,18.2,25.4,11.5,1013.5,61,1.9
176.24,30.96,41.5,46.84,3.03,17.2,26.4,9,1016.9,71,2.3
150.67,9.47,40.86,29.31,2.38,17.7,27.1,9,1017.4,66,2.1
150.19,68,38.82,75.05,3.13,17.2,26.7,10.2,1014.5,68,1.9
79.63,2.67,26.64,16.31,1.07,19.1,26.9,8.1,1013.5,70,1.9
63,2.83,19.14,12.45,1.01,21.8,27.2,13.6,1013,68,2.1
57.22,5.7,27.13,18.99,1.43,16.8,27.5,14.2,1018.3,85,2.6
100.08,17.2,30.74,30.11,1.86,18.6,24.4,13,1020.2,83,1.9
83.58,12.97,25.63,24.01,0.95,19.8,26.6,12.8,1017.3,77,1.9
142.31,11.94,31.5,26.31,1.45,19.4,26.8,11.8,1014.4,77,1.9
154.23,25.62,33.81,38.48,2.54,19.3,26.4,13,1013.6,79,1.4
114.2,9.81,38.91,28.54,5.7,20.3,27.2,12.7,1014.2,73,1.4
90.67,3.87,27.61,17.79,2.9,20.7,27.4,13,1014.1,82,1.8
69.32,2.83,20.25,13.03,2.06,21.2,27.5,16.7,1013.2,80,1.9
40.2,3.46,21.1,13.99,1.31,19.4,27.2,15.8,1012.1,88,1.8
94.07,44.33,26.61,49.62,6.69,21.9,27.6,14.4,1012.9,77,1.9
99.94,26.66,27.75,36.09,3.76,21.2,27.8,14.6,1012.4,81,1.9
76.82,13.29,35.71,29.63,4.6,21.1,28.6,14.3,1010.7,72,1.9
35.07,3.29,20.59,13.59,1.47,21.6,29,14.4,1010.4,73,1.9
37.26,3.25,19.01,12.71,0.78,19.9,29.2,14.4,1010.3,82,1.9
40.68,3.44,26.12,16.64,1.22,16.3,27,14,1010,93,1.8
68.79,30.86,29.32,40.28,4.15,17.3,22.4,13,1015.1,91,1.9
62.42,8.7,28.43,22.08,1.66,18,24.4,11.1,1015.8,79,1.9
74.14,4.9,25.56,17.52,2.03,18.3,25,12.4,1013.1,72,2.7
48.91,3.52,25.55,16.41,1.8,19.6,25.6,10,1011.6,71,2.4
70,3.57,20.53,13.78,0.78,21.6,27,14.8,1008.8,79,2.4
106.89,11.2,32.3,26.14,1.49,21.7,27.4,14.7,1011.8,75,1.9
62.9,4.43,23.89,16.26,1.17,21.3,28,13.8,1014,63,2.6
63.6,8.13,26.81,20.77,1.83,18.5,28.3,15.6,1014.8,88,1.9
62.76,5.22,26.08,18.05,1.19,18.8,25,12,1016.9,78,1.6
102.69,9.22,33.93,25.42,1.63,19.9,26.2,12.6,1016.3,75,1.8
94.33,7.2,33.57,23.62,1.97,20.5,27.4,13.6,1016.1,74,2.6
95,11.34,33.3,26.78,1.14,22.3,29.2,13.4,1013.7,71,2.7
95.19,9.74,40.41,29.29,3.06,23.2,29.8,16,1010.7,73,2.1
92.85,9.29,37.09,27.16,1.91,24.7,31.2,16.4,1009.5,72,1.9
88.13,6.29,29.55,20.75,2.52,23.6,31.4,17.8,1010.7,72,2.6
50.04,4.09,16.77,12.19,1.05,24,30.4,15.7,1012,69,2.3
65.03,4.03,20.89,14.33,1.58,24.5,32.2,16.4,1011.3,68,2.6
44.94,4.75,16.61,12.64,0.89,23.5,32.8,18.6,1010,75,1.9
55.42,4.26,14.88,11.32,0.87,25.6,33,16.8,1010.9,70,3.1
43.12,4.41,14.31,11.14,0.63,24.1,33.3,19,1012.2,75,1.9
32.69,4.26,14.03,10.87,0.55,21.7,29.2,17.6,1014.3,80,2.6
